species	countryCode	Longitude	Latitude	gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species2	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode2	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
Acianthera circumplexa	MX	-97.818.249	17.054.585	1850946734	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/13278258	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera circumplexa		SPECIES	Acianthera circumplexa (Lindl.) Pridgeon & M.W.Chase	Acianthera circumplexa		MX		Oaxaca	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	17.054.585	-97.818.249	31						2010-12-21 9:07	21	12	2010	2839802	2839802	HUMAN_OBSERVATION	iNaturalist	Observations	13278258		Ubaldo Edgar García López	2018-06-09 23:17:04	CC_BY_NC_4_0	Ubaldo Edgar García López	Ubaldo Edgar García López			2025-02-16T12:15:35.113Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
Acianthera pollardiana	MX	-97.812.417	17.052.831	1850946757	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/13278259	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera pollardiana		SPECIES	Acianthera pollardiana Solano	Acianthera pollardiana		MX		Oaxaca	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	17.052.831	-97.812.417	13						2011-09-14 10:05	14	9	2011	9255639	9255639	HUMAN_OBSERVATION	iNaturalist	Observations	13278259		Raúl Álvarez Mora	2018-06-10 19:09:49	CC_BY_NC_4_0	Ubaldo Edgar García López	Ubaldo Edgar García López			2025-02-16T12:15:35.453Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
Acianthera saundersiana	BR	-48.69	-27.72	1851579640	835852b2-f762-11e1-a439-00145eb45e9a	02FEA8A6-DD86-436C-86EE-0084F99F6F4D	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	(Rchb.f.) Pridgeon & M.W.Chase	BR	Palhoça; mata ciliar (vegetação florestal acima 30m alt.)	Santa Catarina	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	-27.72	-48.69	500		75	0			03/04/2010	3	4	2010	2839963	2839963	PRESERVED_SPECIMEN	ABH	ABH	57598-1				CC_BY_4_0		M.Lenzi & A.M.Fraga			2025-01-31T22:43:34.393Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-48.8	-27.72	1851580268	835852b2-f762-11e1-a439-00145eb45e9a	04F23BAD-93F3-4C59-BDAF-53BAB5559A17	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	(Rchb.f.) Pridgeon & M.W.Chase	BR	Santo Amaro da Imperatriz; Caldas da Emperatriz	Santa Catarina	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	-27.72	-48.8			200	0			20/03/2006	20	3	2006	2839963	2839963	PRESERVED_SPECIMEN	ABH	ABH	57684-1				CC_BY_4_0		J.Z.de Matos			2025-01-31T22:43:32.759Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera ramosa	BR	-48.58	-27.82	1851580449	835852b2-f762-11e1-a439-00145eb45e9a	6F378135-7B54-4021-0ABA-31C01D54D1BE	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera ramosa		SPECIES	Acianthera ramosa (Barb.Rodr.) F.Barros	Acianthera ramosa (Barb.Rodr.) F.Barros	(Barb.Rodr.) F.Barros	BR	Palhoça; restinga / mata ciliar	Santa Catarina	PRESENT	1	30b36805-4849-4abb-a39c-01b3a7fa3f2e	-27.82	-48.58	500		5	0			23/03/2010	23	3	2010	2839929	2839929	PRESERVED_SPECIMEN	ABH	ABH	57597-1				CC_BY_4_0		M.Lenzi, A.M.Fraga & J.Z.de Matos			2025-01-31T22:43:32.776Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera luteola	BR	-49.409.167	-27.722.222	1853940243	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/58444	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.722.222	-49.409.167			612	0			02/04/2018	2	4	2018	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	58444	2503	A. Kassner Filho	2018-04-02 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho; D. Santos; G. Bollmann; L.F. Althoff		native	2025-02-28T11:39:37.227Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera murexoidea	BR	-49.322.222	-27.811.667	1853940272	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/58456	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera murexoidea		SPECIES	Acianthera murexoidea (Pabst) Pridgeon & M.W.Chase	Acianthera murexoidea	(Pabst) Pridgeon & M.W.Chase	BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.811.667	-49.322.222			112	0			06/04/2018	6	4	2018	2839632	2839632	PRESERVED_SPECIMEN	FURB	FURB	58456	2571	A. Kassner Filho	2018-04-06 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho; D. Santos; G. Bollmann; L.F. Althoff		native	2025-02-28T11:39:37.229Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera auriculata	BR	-49.32	-27.089.722	1853940435	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/58609	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera auriculata		SPECIES	Acianthera auriculata (Lindl.) Pridgeon & M.W.Chase	Acianthera auriculata	(Lindl.) Pridgeon & M.W.Chase	BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-27.089.722	-49.32			370	0			25/02/2018	25	2	2018	2840017	2840017	PRESERVED_SPECIMEN	FURB	FURB	58609	2191	A. Kassner Filho	2018-02-25 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho; D. Santos; G. Bollmann; D.A. Silva		native	2025-02-28T11:39:37.269Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera fenestrata	BR	-49.406.667	-28.080.278	1853940447	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/58632	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera fenestrata		SPECIES	Acianthera fenestrata (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera fenestrata	(Barb.Rodr.) Pridgeon & M.W.Chase	BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-28.080.278	-49.406.667			113	0			13/03/2018	13	3	2018	2839637	2839637	PRESERVED_SPECIMEN	FURB	FURB	58632	2379	A. Kassner Filho	2018-04-26 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho; D. Santos; G. Bollmann; L.F. Althoff		native	2025-02-28T11:39:37.264Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera luteola	BR	-49.588.055	-26.911.667	1853940461	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/58620	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.911.667	-49.588.055			370				14/02/2018	14	2	2018	2839540	2839540	PRESERVED_SPECIMEN	FURB	FURB	58620	2022	A. Kassner Filho	2018-02-14 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho; D. Santos; G. Bollmann; D.A. Silva		native	2025-02-28T11:39:37.259Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera oligantha	BR	-49.103.333	-266.675	1853940678	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/58923	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera oligantha		SPECIES	Acianthera oligantha (Barb.Rodr.) F.Barros	Acianthera oligantha	(Barb.Rodr.) F.Barros	BR	Vila Itoupava.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-266.675	-49.103.333							20/04/2018	20	4	2018	2839443	2839443	PRESERVED_SPECIMEN	FURB	FURB	58923	2167	A. Kassner Filho	2018-04-20 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho		native	2025-02-28T11:39:37.433Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera panduripetala	BR	-48.616.389	-26.801.944	1853940818	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/59036	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera panduripetala		SPECIES	Acianthera panduripetala (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera panduripetala	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	J.B. World Entretenimentos S/A.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.801.944	-48.616.389			7				10/05/2018	10	5	2018	2839904	2839904	PRESERVED_SPECIMEN	FURB	FURB	59036	2728	A. Kassner Filho	2018-05-10 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho		native	2025-02-28T11:39:35.537Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera teres	BR	-43.505.328	-20.385.306	1853944889	3345dcbc-a43d-4307-9cd8-084cb293d6bb	https://specieslink.net/guid/234/30470	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera teres		SPECIES	Acianthera teres (Lindl.) Borba	Acianthera teres	(Lindl.) Borba	BR	Serra das Camarinhas, Trilha que se inicia na pedreira desativada e termina no Bairro São Sebastião, próximo à estação de esgoto desativada.	Minas Gerais	PRESENT		99e6e602-8dbd-46fe-aebb-ab1993168565	-20.385.306	-43.505.328			0	0			13/01/2018	13	1	2018	9771285	9771285	PRESERVED_SPECIMEN	UFOP	OUPR	30470	123	Messias, M.C.T.B.	2018-01-01 0:00:00	CC_BY_4_0	Herbário Professor José Badini	Badia, C.C.V.; Soares, D.A. & Alves, R.E.		native	2025-02-28T11:38:22.737Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera hygrophila	BR	-49.585	-267.275	1853954495	bb080d40-c63b-4529-bf21-d1782a81e024	https://specieslink.net/guid/277/12110	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Forcação.	Santa Catarina	PRESENT		2ccb1a0b-1194-4acf-9921-b5daad99cbb8	-267.275	-49.585			785				25/05/2010	25	5	2010	2839428	2839428	PRESERVED_SPECIMEN	UNESC	CRI	12110	2382	Siqueira, CE	2013-06-14 0:00:00	CC_BY_4_0	Herbário Pe. Dr. Raulino Reitz	Cadorin, T.J.; Grosch, B. & Zimmermann, R.		native	2025-02-28T11:37:02.582Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
	BR	-44.9	-22.45	1880814699	2e684fd6-09e2-4661-910a-0a188b610c04	https://specieslink.net/guid/204/242125	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera			GENUS	Acianthera Scheidw.	Acianthera		BR	Área de Proteção Ambiental da Mantiqueira. Serra Fina, trilha para Capim Dourado.	Minas Gerais	PRESENT		60545be9-4f28-4245-b4b4-07635c8dfa54	-22.45	-44.9							01/04/2015	1	4	2015	7848554		PRESERVED_SPECIMEN	UEFS	HUEFS	242125	1396	T.E.C.Meneguzzo	2015-01-01 0:00:00	CC_BY_4_0	Herbario da Universidade Estadual de Feira de Santana	Meneguzzo, T.E.C.			2025-02-21T10:34:31.072Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH;DIFFERENT_OWNER_INSTITUTION
Acianthera pectinata	BR	-40.754.833	-197.675	1881180730	9129ec89-afa7-45af-8b73-509f1f8942ab	https://specieslink.net/guid/111/53027	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera pectinata		SPECIES	Acianthera pectinata (Lindl.) Pridgeon & M.W.Chase	Acianthera pectinata	(Lindl.) Pridgeon & M.W.Chase	BR	Misterioso, Pedra dos Três Carneiros, mata do topo.	Espírito Santo	PRESENT		667644b9-7b93-4892-80c7-c4271735c515	-197.675	-40.754.833			803	0			17/05/2007	17	5	2007	2840037	2840037	PRESERVED_SPECIMEN	INMA	MBML-HERBARIO	53027	3350	A.P. Fontana	2007-05-17 0:00:00	CC_BY_4_0	Herbário Mello Leitão	A. P. Fontana; L. Kollmann & K. A. Brahim		native	2025-02-28T11:36:45.824Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
	BR	-49.339.444	-26.284.722	1889165490	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/59149	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera			GENUS	Acianthera Scheidw.	Acianthera		BR	Bairro Rio Vermelho Estação. Linha férrea, próximo à estação de trem.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.284.722	-49.339.444			900				11/03/2018	11	3	2018	7848554		PRESERVED_SPECIMEN	FURB	FURB	59149	2701	P. Schwirkowski	2018-03-11 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	P. Schwirkowski			2025-02-28T11:39:35.755Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hygrophila	BR	-49.383.333	-26.241.389	1889165598	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/59262	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Centro. Em capão de FOM, atrás do Hotel Serra Alta.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.241.389	-49.383.333			850				18/06/2018	18	6	2018	2839428	2839428	PRESERVED_SPECIMEN	FURB	FURB	59262	2801	P. Schwirkowski	2018-06-18 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	P. Schwirkowski		native	2025-02-28T11:39:35.870Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera saundersiana	BR	-49.383.333	-26.241.389	1889165601	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/59263	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera saundersiana		SPECIES	Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase	Acianthera saundersiana	(Rchb.f.) Pridgeon & M.W.Chase	BR	Centro. Em capão de FOM, atrás do Hotel Serra Alta.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.241.389	-49.383.333			850				18/06/2018	18	6	2018	2839963	2839963	PRESERVED_SPECIMEN	FURB	FURB	59263	2802	M. Engels	2018-06-18 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	P. Schwirkowski		native	2025-02-28T11:39:35.868Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera hygrophila	BR	-49.456.111	-26.285.555	1889165628	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/59288	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera hygrophila		SPECIES	Acianthera hygrophila (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera hygrophila	(Barb.Rodr.) Pridgeon & M.W.Chase	BR	Serra Alta. Vila Pilz. Linha férrea.	Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-26.285.555	-49.456.111			850				23/06/2018	23	6	2018	2839428	2839428	PRESERVED_SPECIMEN	FURB	FURB	59288	2836	P. Schwirkowski	2018-06-23 0:00:00	CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	P. Schwirkowski		native	2025-02-28T11:39:35.869Z		COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
	BR	-48.87	-28.44	1889165797	b9a43c60-d2b6-445c-9362-2db65465c963	https://specieslink.net/guid/186/59480	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera			GENUS	Acianthera Scheidw.	Acianthera		BR		Santa Catarina	PRESENT		34e6e625-47cf-4d42-8054-af0c2f1b6e64	-28.44	-48.87							06/06/2018	6	6	2018	7848554		PRESERVED_SPECIMEN	FURB	FURB	59480	2780			CC_BY_4_0	Herbário Dr. Roberto Miguel Klein	A. Kassner-Filho; D. Santos; G. Bollmann; L.F. Althoff			2025-02-28T11:39:34.445Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
Acianthera auriculata	BR	-515.953	-25.896.475	1889166358	08a179fe-9cd1-4d33-afef-266dd55c59cf	https://specieslink.net/guid/176/33268	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera auriculata		SPECIES	Acianthera auriculata (Lindl.) Pridgeon & M.W.Chase	Acianthera auriculata	(Lindl.) Pridgeon & M.W.Chase	BR	Distrito de Faxinal do Céu.	Paraná	PRESENT		6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	-25.896.475	-515.953							07/08/2017	7	8	2017	2840017	2840017	PRESERVED_SPECIMEN	UEM	HUEM	33268	56	Costa, AC	2017-08-01 0:00:00	CC_BY_4_0	Herbário UEM	Costa, AC		native	2025-02-28T11:37:53.125Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera klingelfusii	BR	-51.596.448	-25.916.073	1889166385	08a179fe-9cd1-4d33-afef-266dd55c59cf	https://specieslink.net/guid/176/33265	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera klingelfusii		SPECIES	Acianthera klingelfusii Luer, Toscano & Baptista	Acianthera klingelfusii	Luer & Toscano	BR	Distrito de Faxinal do Céu.	Paraná	PRESENT		6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	-25.916.073	-51.596.448							21/04/2017	21	4	2017	7564927	7564927	PRESERVED_SPECIMEN	UEM	HUEM	33265	61	Costa, AC	2017-04-01 0:00:00	CC_BY_4_0	Herbário UEM	Costa, AC		native	2025-02-28T11:37:53.114Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera cryptantha	BR	-5.159.628	-2.589.991	1889166402	08a179fe-9cd1-4d33-afef-266dd55c59cf	https://specieslink.net/guid/176/33270	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera cryptantha		SPECIES	Acianthera cryptantha (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera cryptantha	(Barb.Rodr.) Pridgeon & M. W. Chase	BR	Distrito de Faxinal do Céu.	Paraná	PRESENT		6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	-2.589.991	-5.159.628							14/02/2017	14	2	2017	2839506	2839506	PRESERVED_SPECIMEN	UEM	HUEM	33270	63	Costa, AC	2017-02-01 0:00:00	CC_BY_4_0	Herbário UEM	Costa, AC		native	2025-02-28T11:37:53.124Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera auriculata	BR	-51.595.283	-258.964	1889166431	08a179fe-9cd1-4d33-afef-266dd55c59cf	https://specieslink.net/guid/176/33271	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera auriculata		SPECIES	Acianthera auriculata (Lindl.) Pridgeon & M.W.Chase	Acianthera auriculata	(Lindl.) Pridgeon & M.W.Chase	BR	Distrito de Faxinal do Céu.	Paraná	PRESENT		6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	-258.964	-51.595.283							07/08/2017	7	8	2017	2840017	2840017	PRESERVED_SPECIMEN	UEM	HUEM	33271	60	Costa, AC	2017-08-01 0:00:00	CC_BY_4_0	Herbário UEM	Costa, AC		native	2025-02-28T11:37:53.118Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera luteola	BR	-51.595.471	-25.898.277	1889166435	08a179fe-9cd1-4d33-afef-266dd55c59cf	https://specieslink.net/guid/176/33260	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera luteola		SPECIES	Acianthera luteola (Lindl.) Pridgeon & M.W.Chase	Acianthera luteola	(Lindl.) Pridgeon & M.W.Chase	BR	Distrito de Faxinal do Céu.	Paraná	PRESENT		6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	-25.898.277	-51.595.471							06/03/2018	6	3	2018	2839540	2839540	PRESERVED_SPECIMEN	UEM	HUEM	33260	57	Costa, AC	2018-03-01 0:00:00	CC_BY_4_0	Herbário UEM	Costa, AC		native	2025-02-28T11:37:53.114Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera cryptantha	BR	-51.596.282	-25.889.901	1889166479	08a179fe-9cd1-4d33-afef-266dd55c59cf	https://specieslink.net/guid/176/33264	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera cryptantha		SPECIES	Acianthera cryptantha (Barb.Rodr.) Pridgeon & M.W.Chase	Acianthera cryptantha	(Barb.Rodr.) Pridgeon & M. W. Chase	BR	Distrito de Faxinal do Céu.	Paraná	PRESENT		6cfcf69e-9ec1-48e1-be34-5201bdb63bd7	-25.889.901	-51.596.282							28/01/2017	28	1	2017	2839506	2839506	PRESERVED_SPECIMEN	UEM	HUEM	33264	58	Costa, AC	2017-03-01 0:00:00	CC_BY_4_0	Herbário UEM	Costa, AC		native	2025-02-28T11:37:53.115Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE
Acianthera fockei	BR	-55.495.556	-11.003.611	1889170163	c3cf0200-8818-40cc-bec3-039aad7625c6	https://specieslink.net/guid/278/1926	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera fockei		SPECIES	Acianthera fockei (Lindl.) Pridgeon & M.W.Chase	Acianthera fockei	(Lindl.) Pridgeon & M.W.Chase	BR	Resgate da FLORA da UHE Colíder. Lote B de Supressão.	Mato Grosso	PRESENT		ea79c3f0-78b4-4614-9c17-b991662bd18d	-11.003.611	-55.495.556			270	0			08/10/2014	8	10	2014	2840103	2840103	PRESERVED_SPECIMEN	UFMT	CNMT	1926	2677	Engels, M.E.		CC_BY_4_0	Herbário Centro Norte Mato Grossense	Engels, M.E.		native	2025-02-06T18:27:30.201Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
Acianthera fockei	BR	-55.668.333	-10.985.833	1889170216	c3cf0200-8818-40cc-bec3-039aad7625c6	https://specieslink.net/guid/278/1904	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Acianthera	Acianthera fockei		SPECIES	Acianthera fockei (Lindl.) Pridgeon & M.W.Chase	Acianthera fockei	(Lindl.) Pridgeon & M.W.Chase	BR	Resgate da FLORA da UHE Colíder. Lote D de Supressão.	Mato Grosso	PRESENT		ea79c3f0-78b4-4614-9c17-b991662bd18d	-10.985.833	-55.668.333			265	0			23/09/2014	23	9	2014	2840103	2840103	PRESERVED_SPECIMEN	UFMT	CNMT	1904	2711	Engels, M.E.		CC_BY_4_0	Herbário Centro Norte Mato Grossense	Engels, M.E.		native	2025-02-06T18:27:30.171Z		CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY;INSTITUTION_COLLECTION_MISMATCH
